"LAYING.1","SITTING.1","STANDING.1","WALKING.1","WALKING_DOWNSTAIRS.1","WALKING_UPSTAIRS.1","LAYING.3","SITTING.3","STANDING.3","WALKING.3","WALKING_DOWNSTAIRS.3","WALKING_UPSTAIRS.3","LAYING.5","SITTING.5","STANDING.5","WALKING.5","WALKING_DOWNSTAIRS.5","WALKING_UPSTAIRS.5","LAYING.6","SITTING.6","STANDING.6","WALKING.6","WALKING_DOWNSTAIRS.6","WALKING_UPSTAIRS.6","LAYING.7","SITTING.7","STANDING.7","WALKING.7","WALKING_DOWNSTAIRS.7","WALKING_UPSTAIRS.7","LAYING.8","SITTING.8","STANDING.8","WALKING.8","WALKING_DOWNSTAIRS.8","WALKING_UPSTAIRS.8","LAYING.11","SITTING.11","STANDING.11","WALKING.11","WALKING_DOWNSTAIRS.11","WALKING_UPSTAIRS.11","LAYING.14","SITTING.14","STANDING.14","WALKING.14","WALKING_DOWNSTAIRS.14","WALKING_UPSTAIRS.14","LAYING.15","SITTING.15","STANDING.15","WALKING.15","WALKING_DOWNSTAIRS.15","WALKING_UPSTAIRS.15","LAYING.16","SITTING.16","STANDING.16","WALKING.16","WALKING_DOWNSTAIRS.16","WALKING_UPSTAIRS.16","LAYING.17","SITTING.17","STANDING.17","WALKING.17","WALKING_DOWNSTAIRS.17","WALKING_UPSTAIRS.17","LAYING.19","SITTING.19","STANDING.19","WALKING.19","WALKING_DOWNSTAIRS.19","WALKING_UPSTAIRS.19","LAYING.21","SITTING.21","STANDING.21","WALKING.21","WALKING_DOWNSTAIRS.21","WALKING_UPSTAIRS.21","LAYING.22","SITTING.22","STANDING.22","WALKING.22","WALKING_DOWNSTAIRS.22","WALKING_UPSTAIRS.22","LAYING.23","SITTING.23","STANDING.23","WALKING.23","WALKING_DOWNSTAIRS.23","WALKING_UPSTAIRS.23","LAYING.25","SITTING.25","STANDING.25","WALKING.25","WALKING_DOWNSTAIRS.25","WALKING_UPSTAIRS.25","LAYING.26","SITTING.26","STANDING.26","WALKING.26","WALKING_DOWNSTAIRS.26","WALKING_UPSTAIRS.26","LAYING.27","SITTING.27","STANDING.27","WALKING.27","WALKING_DOWNSTAIRS.27","WALKING_UPSTAIRS.27","LAYING.28","SITTING.28","STANDING.28","WALKING.28","WALKING_DOWNSTAIRS.28","WALKING_UPSTAIRS.28","LAYING.29","SITTING.29","STANDING.29","WALKING.29","WALKING_DOWNSTAIRS.29","WALKING_UPSTAIRS.29","LAYING.30","SITTING.30","STANDING.30","WALKING.30","WALKING_DOWNSTAIRS.30","WALKING_UPSTAIRS.30","LAYING.2","SITTING.2","STANDING.2","WALKING.2","WALKING_DOWNSTAIRS.2","WALKING_UPSTAIRS.2","LAYING.4","SITTING.4","STANDING.4","WALKING.4","WALKING_DOWNSTAIRS.4","WALKING_UPSTAIRS.4","LAYING.9","SITTING.9","STANDING.9","WALKING.9","WALKING_DOWNSTAIRS.9","WALKING_UPSTAIRS.9","LAYING.10","SITTING.10","STANDING.10","WALKING.10","WALKING_DOWNSTAIRS.10","WALKING_UPSTAIRS.10","LAYING.12","SITTING.12","STANDING.12","WALKING.12","WALKING_DOWNSTAIRS.12","WALKING_UPSTAIRS.12","LAYING.13","SITTING.13","STANDING.13","WALKING.13","WALKING_DOWNSTAIRS.13","WALKING_UPSTAIRS.13","LAYING.18","SITTING.18","STANDING.18","WALKING.18","WALKING_DOWNSTAIRS.18","WALKING_UPSTAIRS.18","LAYING.20","SITTING.20","STANDING.20","WALKING.20","WALKING_DOWNSTAIRS.20","WALKING_UPSTAIRS.20","LAYING.24","SITTING.24","STANDING.24","WALKING.24","WALKING_DOWNSTAIRS.24","WALKING_UPSTAIRS.24"
"tBodyAcc-max()-Y",NA,NA,-0.272417234574121,NA,NA,NA,NA,NA,-0.302140261428739,NA,NA,NA,NA,NA,-0.207047536694503,NA,NA,NA,NA,NA,-0.212445262262585,NA,NA,NA,NA,NA,-0.348846664473052,NA,NA,NA,NA,NA,-0.198128211191068,NA,NA,NA,NA,-0.327625302056815,-0.555482565,NA,NA,NA,NA,-0.227178624022105,NA,NA,NA,NA,NA,-0.322255664242866,NA,NA,NA,NA,NA,-0.341957179443716,NA,NA,NA,NA,NA,-0.328968667522554,NA,NA,NA,NA,-0.221869513678014,-0.545142682948718,NA,NA,NA,NA,-0.3540560261675,NA,NA,NA,NA,NA,-0.312729097406231,NA,NA,NA,NA,NA,-0.310781984802419,NA,NA,NA,NA,NA,-0.322077312218582,NA,NA,NA,NA,NA,-0.432592322006579,NA,NA,-0.275999491797083,NA,NA,NA,NA,NA,-0.364134178098936,NA,NA,NA,NA,NA,-0.343362334991623,NA,NA,NA,NA,NA,-0.331521838569128,NA,NA,NA,NA,NA,-0.307118964333684,-0.13564258,NA,NA,NA,NA,NA,-0.275418067361589,NA,NA,NA,NA,NA,-0.27823594065552,NA,NA,NA,NA,NA,-0.305332138182292,NA,NA,NA,NA,NA,-0.247374852335374,NA,NA,NA,NA,NA,-0.349954870199505,-0.228278750175424,NA,NA,NA,NA,NA,-0.288709601924893,NA,NA,NA,NA,NA,-0.37984550267033,NA,NA,NA,NA,NA,-0.267492126262147,NA,NA,NA,NA,NA,-0.356933261887664
"tBodyAcc-max()-Z",NA,NA,-0.471025510180922,NA,NA,NA,NA,NA,-0.596355164193548,NA,NA,NA,NA,NA,-0.589110798350993,NA,NA,NA,NA,NA,-0.576883291249231,NA,NA,NA,NA,NA,-0.55470264698052,NA,NA,NA,NA,NA,-0.498257890410676,NA,NA,NA,NA,-0.553416447643312,-0.811704385,NA,NA,NA,NA,-0.369147819326935,NA,NA,NA,NA,NA,-0.576563512179878,NA,NA,NA,NA,NA,-0.610279580295082,NA,NA,NA,NA,NA,-0.612906204513587,NA,NA,NA,NA,-0.521881730900709,-0.800913552307692,NA,NA,NA,NA,-0.619413648840686,NA,NA,NA,NA,NA,-0.559728339976324,NA,NA,NA,NA,NA,-0.459694099625269,NA,NA,NA,NA,NA,-0.586671851144743,NA,NA,NA,NA,NA,-0.685646891842105,NA,NA,-0.53993920888875,NA,NA,NA,NA,NA,-0.630600246888298,NA,NA,NA,NA,NA,-0.619806458591623,NA,NA,NA,NA,NA,-0.484698912237791,NA,NA,NA,NA,NA,-0.507393514152632,-0.00764237933333333,NA,NA,NA,NA,NA,-0.555696502761589,NA,NA,NA,NA,NA,-0.600998371952681,NA,NA,NA,NA,NA,-0.547845932083333,NA,NA,NA,NA,NA,-0.48866044349932,NA,NA,NA,NA,NA,-0.645603376138614,-0.571430943083051,NA,NA,NA,NA,NA,-0.581163451853211,NA,NA,NA,NA,NA,-0.643620016318681,NA,NA,NA,NA,NA,-0.550931965925593,NA,NA,NA,NA,NA,-0.570815375942257
"tBodyAcc-min()-X",NA,NA,0.419189414523343,NA,NA,NA,NA,NA,0.531481667504985,NA,NA,NA,NA,NA,0.45007940642649,NA,NA,NA,NA,NA,0.427462183598769,NA,NA,NA,NA,NA,0.553352931266234,NA,NA,NA,NA,NA,0.471685275863701,NA,NA,NA,NA,0.505574902525478,0.823827215,NA,NA,NA,NA,0.527576780182972,NA,NA,NA,NA,NA,0.486169111495122,NA,NA,NA,NA,NA,0.594926489266667,NA,NA,NA,NA,NA,0.536656170160598,NA,NA,NA,NA,0.39037611077305,0.832856912820513,NA,NA,NA,NA,0.590672618168137,NA,NA,NA,NA,NA,0.477424085790031,NA,NA,NA,NA,NA,0.475437428106882,NA,NA,NA,NA,NA,0.602430652415648,NA,NA,NA,NA,NA,0.665311042519737,NA,NA,0.462904782519167,NA,NA,NA,NA,NA,0.59355419313484,NA,NA,NA,NA,NA,0.569489566070681,NA,NA,NA,NA,NA,0.536995410770349,NA,NA,NA,NA,NA,0.547804311836842,0.244291636666667,NA,NA,NA,NA,NA,0.538656377546358,NA,NA,NA,NA,NA,0.515024956477287,NA,NA,NA,NA,NA,0.511255282418056,NA,NA,NA,NA,NA,0.433831845710884,NA,NA,NA,NA,NA,0.593553181544554,0.372634947932203,NA,NA,NA,NA,NA,0.516148540858104,NA,NA,NA,NA,NA,0.617816484065934,NA,NA,NA,NA,NA,0.491498650491836,NA,NA,NA,NA,NA,0.600295213149606
"tBodyAcc-min()-Y",NA,NA,0.291387598243516,NA,NA,NA,NA,NA,0.358242863725367,NA,NA,NA,NA,NA,0.336415672215563,NA,NA,NA,NA,NA,0.282534472614154,NA,NA,NA,NA,NA,0.395843356140227,NA,NA,NA,NA,NA,0.265669149795018,NA,NA,NA,NA,0.380020055656051,0.61625058,NA,NA,NA,NA,0.2941095647,NA,NA,NA,NA,NA,0.353736648456982,NA,NA,NA,NA,NA,0.505770366404372,NA,NA,NA,NA,NA,0.450102076371739,NA,NA,NA,NA,0.345942298138298,0.674989252564103,NA,NA,NA,NA,0.426244524761275,NA,NA,NA,NA,NA,0.34177103123676,NA,NA,NA,NA,NA,0.369647445706613,NA,NA,NA,NA,NA,0.427103115440587,NA,NA,NA,NA,NA,0.549453486039474,NA,NA,0.3594740447375,NA,NA,NA,NA,NA,0.471490612928191,NA,NA,NA,NA,NA,0.403210004486764,NA,NA,NA,NA,NA,0.428903716593023,NA,NA,NA,NA,NA,0.413491354285263,0.22614931,NA,NA,NA,NA,NA,0.318318460882285,NA,NA,NA,NA,NA,0.395015797552587,NA,NA,NA,NA,NA,0.471525893135417,NA,NA,NA,NA,NA,0.411396453479252,NA,NA,NA,NA,NA,0.449560981153465,0.257233135272373,NA,NA,NA,NA,NA,0.36632507915948,NA,NA,NA,NA,NA,0.482745655942308,NA,NA,NA,NA,NA,0.306501626497175,NA,NA,NA,NA,NA,0.421266969699528
"tBodyAcc-min()-Z",NA,NA,0.57869983345245,NA,NA,NA,NA,NA,0.630837525601173,NA,NA,NA,NA,NA,0.62629625692053,NA,NA,NA,NA,NA,0.613622803856,NA,NA,NA,NA,NA,0.44594118732987,NA,NA,NA,NA,NA,0.528647057594306,NA,NA,NA,NA,0.70874482410828,0.820704495,NA,NA,NA,NA,0.383216655214551,NA,NA,NA,NA,NA,0.689414881006098,NA,NA,NA,NA,NA,0.551504950581967,NA,NA,NA,NA,NA,0.641107702413043,NA,NA,NA,NA,0.51097473589539,0.828381955,NA,NA,NA,NA,0.615353931893627,NA,NA,NA,NA,NA,0.629484973775701,NA,NA,NA,NA,NA,0.453618114035215,NA,NA,NA,NA,NA,0.665385171124694,NA,NA,NA,NA,NA,0.720626389078947,NA,NA,0.62719952075,NA,NA,NA,NA,NA,0.6259523215325,NA,NA,NA,NA,NA,0.612842697405236,NA,NA,NA,NA,NA,0.634366527610465,NA,NA,NA,NA,NA,0.569125679636842,0.276972786666667,NA,NA,NA,NA,NA,0.562573167028477,NA,NA,NA,NA,NA,0.711234947066246,NA,NA,NA,NA,NA,0.520373209975694,NA,NA,NA,NA,NA,0.625720021462585,NA,NA,NA,NA,NA,0.621249108267327,0.65460203220339,NA,NA,NA,NA,NA,0.545533073297859,NA,NA,NA,NA,NA,0.649558234532967,NA,NA,NA,NA,NA,0.621166267652542,NA,NA,NA,NA,NA,0.584103490099737
"tBodyAcc-sma()",NA,NA,-0.447862824369741,NA,NA,NA,NA,NA,-0.562589844666276,NA,NA,NA,NA,NA,-0.47788460870596,NA,NA,NA,NA,NA,-0.480941055469846,NA,NA,NA,NA,NA,-0.50603718741211,NA,NA,NA,NA,NA,-0.466895421218149,NA,NA,NA,NA,-0.544034300885669,-0.972420115,NA,NA,NA,NA,-0.443227418594427,NA,NA,NA,NA,NA,-0.544807644340244,NA,NA,NA,NA,NA,-0.615754788088251,NA,NA,NA,NA,NA,-0.574963565862228,NA,NA,NA,NA,-0.419576979807447,-0.966676881794872,NA,NA,NA,NA,-0.61590924892598,NA,NA,NA,NA,NA,-0.518734043597819,NA,NA,NA,NA,NA,-0.531879502651011,NA,NA,NA,NA,NA,-0.58578351278313,NA,NA,NA,NA,NA,-0.766902271967105,NA,NA,-0.512976638407917,NA,NA,NA,NA,NA,-0.63196587197609,NA,NA,NA,NA,NA,-0.615860965178796,NA,NA,NA,NA,NA,-0.56094602774157,NA,NA,NA,NA,NA,-0.53870886343121,2.87806999999992e-05,NA,NA,NA,NA,NA,-0.529628436711921,NA,NA,NA,NA,NA,-0.578957880005994,NA,NA,NA,NA,NA,-0.507744814060069,NA,NA,NA,NA,NA,-0.514379013746258,NA,NA,NA,NA,NA,-0.646031635574257,-0.447423942227966,NA,NA,NA,NA,NA,-0.540566837427187,NA,NA,NA,NA,NA,-0.658284761813187,NA,NA,NA,NA,NA,-0.517952951845198,NA,NA,NA,NA,NA,-0.620085552028032
"tBodyAcc-energy()-X",NA,NA,-0.817833275504323,NA,NA,NA,NA,NA,-0.85568299601173,NA,NA,NA,NA,NA,-0.751051251327152,NA,NA,NA,NA,NA,-0.738697140396308,NA,NA,NA,NA,NA,-0.823076146071429,NA,NA,NA,NA,NA,-0.816005257224199,NA,NA,NA,NA,-0.820706632038217,-0.9995746,NA,NA,NA,NA,-0.847234912321981,NA,NA,NA,NA,NA,-0.763841334589024,NA,NA,NA,NA,NA,-0.853206531410656,NA,NA,NA,NA,NA,-0.813313903016304,NA,NA,NA,NA,-0.674308755829787,-0.999496352692308,NA,NA,NA,NA,-0.849603949561274,NA,NA,NA,NA,NA,-0.74744786278162,NA,NA,NA,NA,NA,-0.840279555026882,NA,NA,NA,NA,NA,-0.916698509657702,NA,NA,NA,NA,NA,-0.912336907368421,NA,NA,-0.772760776283333,NA,NA,NA,NA,NA,-0.852123322577128,NA,NA,NA,NA,NA,-0.846781732492147,NA,NA,NA,NA,NA,-0.790598090851744,NA,NA,NA,NA,NA,-0.852384495239474,-0.70588058,NA,NA,NA,NA,NA,-0.840523072980132,NA,NA,NA,NA,NA,-0.840810465018927,NA,NA,NA,NA,NA,-0.799754281774306,NA,NA,NA,NA,NA,-0.77047853212585,NA,NA,NA,NA,NA,-0.865058528712871,-0.735244616542373,NA,NA,NA,NA,NA,-0.854602793975535,NA,NA,NA,NA,NA,-0.900988244862637,NA,NA,NA,NA,NA,-0.819274287457627,NA,NA,NA,NA,NA,-0.882689745144357
"tBodyAcc-energy()-Y",NA,NA,-0.868582888263401,NA,NA,NA,NA,NA,-0.904452012463343,NA,NA,NA,NA,NA,-0.873786805264901,NA,NA,NA,NA,NA,-0.854093671384615,NA,NA,NA,NA,NA,-0.926625718928571,NA,NA,NA,NA,NA,-0.832936178042705,NA,NA,NA,NA,-0.905011011910828,-0.99855205,NA,NA,NA,NA,-0.85667227120743,NA,NA,NA,NA,NA,-0.891448011463415,NA,NA,NA,NA,NA,-0.9479066965847,NA,NA,NA,NA,NA,-0.920169940461957,NA,NA,NA,NA,-0.847518853652482,-0.998658262564103,NA,NA,NA,NA,-0.907081647156863,NA,NA,NA,NA,NA,-0.888443496853583,NA,NA,NA,NA,NA,-0.909709103306452,NA,NA,NA,NA,NA,-0.897554360114914,NA,NA,NA,NA,NA,-0.960134842236842,NA,NA,-0.903811306708333,NA,NA,NA,NA,NA,-0.939170392446809,NA,NA,NA,NA,NA,-0.924825283795812,NA,NA,NA,NA,NA,-0.93108213380814,NA,NA,NA,NA,NA,-0.919040998947368,-0.84320924,NA,NA,NA,NA,NA,-0.879557611655629,NA,NA,NA,NA,NA,-0.917417242365931,NA,NA,NA,NA,NA,-0.938426428159722,NA,NA,NA,NA,NA,-0.904520795,NA,NA,NA,NA,NA,-0.945092344950495,-0.855208426355932,NA,NA,NA,NA,NA,-0.883344728165138,NA,NA,NA,NA,NA,-0.945209675164835,NA,NA,NA,NA,NA,-0.831435731384181,NA,NA,NA,NA,NA,-0.930897979947507
"tBodyAcc-energy()-Z",NA,NA,-0.810084107060519,NA,NA,NA,NA,NA,-0.901595177214076,NA,NA,NA,NA,NA,-0.901031949735099,NA,NA,NA,NA,NA,-0.908105173538462,NA,NA,NA,NA,NA,-0.755711185061688,NA,NA,NA,NA,NA,-0.765522913793594,NA,NA,NA,NA,-0.898532350286624,-0.99921157,NA,NA,NA,NA,-0.568491715047678,NA,NA,NA,NA,NA,-0.918068015304878,NA,NA,NA,NA,NA,-0.840819394371585,NA,NA,NA,NA,NA,-0.883472236521739,NA,NA,NA,NA,-0.812994260170213,-0.99728808948718,NA,NA,NA,NA,-0.880014883970588,NA,NA,NA,NA,NA,-0.882518094299065,NA,NA,NA,NA,NA,-0.722226114682796,NA,NA,NA,NA,NA,-0.869200070105134,NA,NA,NA,NA,NA,-0.946303408289474,NA,NA,-0.891407281875,NA,NA,NA,NA,NA,-0.895213520611702,NA,NA,NA,NA,NA,-0.907516185418848,NA,NA,NA,NA,NA,-0.840475895034884,NA,NA,NA,NA,NA,-0.810922848078947,-0.306406933333333,NA,NA,NA,NA,NA,-0.847662263278146,NA,NA,NA,NA,NA,-0.929176947129338,NA,NA,NA,NA,NA,-0.797355263545139,NA,NA,NA,NA,NA,-0.860847910340136,NA,NA,NA,NA,NA,-0.916332650841584,-0.931277277542373,NA,NA,NA,NA,NA,-0.847931425370031,NA,NA,NA,NA,NA,-0.915424795961538,NA,NA,NA,NA,NA,-0.87453697940678,NA,NA,NA,NA,NA,-0.880900483622047
"tBodyAcc-iqr()-X",NA,NA,-0.644456855585014,NA,NA,NA,NA,NA,-0.71944585058651,NA,NA,NA,NA,NA,-0.593892349048675,NA,NA,NA,NA,NA,-0.616390698625846,NA,NA,NA,NA,NA,-0.67111344946526,NA,NA,NA,NA,NA,-0.652848493311744,NA,NA,NA,NA,-0.661891675976752,-0.99507143,NA,NA,NA,NA,-0.717554133157895,NA,NA,NA,NA,NA,-0.653389762410366,NA,NA,NA,NA,NA,-0.705313738769863,NA,NA,NA,NA,NA,-0.669902119704076,NA,NA,NA,NA,-0.52387971465461,-0.987783365512821,NA,NA,NA,NA,-0.73264352098799,NA,NA,NA,NA,NA,-0.57714800958972,NA,NA,NA,NA,NA,-0.711366844793011,NA,NA,NA,NA,NA,-0.773595532440098,NA,NA,NA,NA,NA,-0.830511021226974,NA,NA,-0.659540291259375,NA,NA,NA,NA,NA,-0.7219792355875,NA,NA,NA,NA,NA,-0.71551780415301,NA,NA,NA,NA,NA,-0.67518873352157,NA,NA,NA,NA,NA,-0.733563566615789,-0.534664036666667,NA,NA,NA,NA,NA,-0.722562962036424,NA,NA,NA,NA,NA,-0.689997581707256,NA,NA,NA,NA,NA,-0.656786396252187,NA,NA,NA,NA,NA,-0.620852489881531,NA,NA,NA,NA,NA,-0.749119098118812,-0.561377812118644,NA,NA,NA,NA,NA,-0.696128173366973,NA,NA,NA,NA,NA,-0.781227643434066,NA,NA,NA,NA,NA,-0.680399886714972,NA,NA,NA,NA,NA,-0.754116530997375
"tBodyAcc-iqr()-Y",NA,NA,-0.568967356373228,NA,NA,NA,NA,NA,-0.604739504055719,NA,NA,NA,NA,NA,-0.575178299996689,NA,NA,NA,NA,NA,-0.566693975347385,NA,NA,NA,NA,NA,-0.70179898025974,NA,NA,NA,NA,NA,-0.524877526491103,NA,NA,NA,NA,-0.613266083232803,-0.960970475,NA,NA,NA,NA,-0.556035858980805,NA,NA,NA,NA,NA,-0.620813382649146,NA,NA,NA,NA,NA,-0.746004510191257,NA,NA,NA,NA,NA,-0.670740139331522,NA,NA,NA,NA,-0.497930869407447,-0.964656338461538,NA,NA,NA,NA,-0.672200450377328,NA,NA,NA,NA,NA,-0.639577468727103,NA,NA,NA,NA,NA,-0.682223793539785,NA,NA,NA,NA,NA,-0.647536751149144,NA,NA,NA,NA,NA,-0.818331928348684,NA,NA,-0.623522523220833,NA,NA,NA,NA,NA,-0.714602208393617,NA,NA,NA,NA,NA,-0.690060234327225,NA,NA,NA,NA,NA,-0.707637106406977,NA,NA,NA,NA,NA,-0.647566281278947,-0.186405076666667,NA,NA,NA,NA,NA,-0.590041341054636,NA,NA,NA,NA,NA,-0.640857009545741,NA,NA,NA,NA,NA,-0.671451167535069,NA,NA,NA,NA,NA,-0.642017926782313,NA,NA,NA,NA,NA,-0.757177660049505,-0.536075458098305,NA,NA,NA,NA,NA,-0.594651965791131,NA,NA,NA,NA,NA,-0.712455154697802,NA,NA,NA,NA,NA,-0.528746114141525,NA,NA,NA,NA,NA,-0.718872099396325
"tBodyAcc-iqr()-Z",NA,NA,-0.482946202789625,NA,NA,NA,NA,NA,-0.654924374143695,NA,NA,NA,NA,NA,-0.631187014975132,NA,NA,NA,NA,NA,-0.688043361904615,NA,NA,NA,NA,NA,-0.524368312115042,NA,NA,NA,NA,NA,-0.535824971607117,NA,NA,NA,NA,-0.641247614060191,-0.980883885,NA,NA,NA,NA,-0.428048609191765,NA,NA,NA,NA,NA,-0.717985736579573,NA,NA,NA,NA,NA,-0.643949672144535,NA,NA,NA,NA,NA,-0.666811847107609,NA,NA,NA,NA,-0.614547763296525,-0.955881631025641,NA,NA,NA,NA,-0.70428858005098,NA,NA,NA,NA,NA,-0.695145979420561,NA,NA,NA,NA,NA,-0.534721541556129,NA,NA,NA,NA,NA,-0.620685438444988,NA,NA,NA,NA,NA,-0.822322439868421,NA,NA,-0.670689001125,NA,NA,NA,NA,NA,-0.706267039655319,NA,NA,NA,NA,NA,-0.739430518926702,NA,NA,NA,NA,NA,-0.652267052537209,NA,NA,NA,NA,NA,-0.514749898225237,0.27877549,NA,NA,NA,NA,NA,-0.626987517440397,NA,NA,NA,NA,NA,-0.713204519012618,NA,NA,NA,NA,NA,-0.52713869241875,NA,NA,NA,NA,NA,-0.634036604293537,NA,NA,NA,NA,NA,-0.740467382658416,-0.711380513305085,NA,NA,NA,NA,NA,-0.630954122356636,NA,NA,NA,NA,NA,-0.728628399373626,NA,NA,NA,NA,NA,-0.674629680892938,NA,NA,NA,NA,NA,-0.68574516287664
"tBodyAcc-entropy()-X",NA,NA,-0.0365021560682997,NA,NA,NA,NA,NA,-0.0680340080715543,NA,NA,NA,NA,NA,-0.00858310340976821,NA,NA,NA,NA,NA,-0.0707470696049231,NA,NA,NA,NA,NA,-0.0872278932733766,NA,NA,NA,NA,NA,-0.0682573214128114,NA,NA,NA,NA,-0.108960918350318,-0.689052215,NA,NA,NA,NA,-0.0285057028693808,NA,NA,NA,NA,NA,-0.132027795246951,NA,NA,NA,NA,NA,-0.165228313152186,NA,NA,NA,NA,NA,-0.182809507179348,NA,NA,NA,NA,-0.0125206986414894,-0.501337499089744,NA,NA,NA,NA,-0.134754615625,NA,NA,NA,NA,NA,-0.0562670266785047,NA,NA,NA,NA,NA,-0.0394406543612903,NA,NA,NA,NA,NA,-0.0573342609784841,NA,NA,NA,NA,NA,-0.320663229342105,NA,NA,-0.0341845010708333,NA,NA,NA,NA,NA,-0.183444709376596,NA,NA,NA,NA,NA,-0.107381376516963,NA,NA,NA,NA,NA,-0.19494130547064,NA,NA,NA,NA,NA,-0.122894085734474,0.21521462,NA,NA,NA,NA,NA,-0.127386847614901,NA,NA,NA,NA,NA,-0.00418693194416404,NA,NA,NA,NA,NA,-0.00969501642916667,NA,NA,NA,NA,NA,-0.0509602303557823,NA,NA,NA,NA,NA,-0.153672032016832,-0.00151070511864407,NA,NA,NA,NA,NA,-0.0812983310917431,NA,NA,NA,NA,NA,-0.206287057792473,NA,NA,NA,NA,NA,-0.118262311734096,NA,NA,NA,NA,NA,-0.114923738171916
"tBodyAcc-entropy()-Y",NA,NA,0.0119978297463977,NA,NA,NA,NA,NA,-0.0593208162140762,NA,NA,NA,NA,NA,-0.0468653791225166,NA,NA,NA,NA,NA,-0.0189952273910769,NA,NA,NA,NA,NA,-0.0760876246292208,NA,NA,NA,NA,NA,-0.134982298582206,NA,NA,NA,NA,-0.0825499826815287,-0.466274595,NA,NA,NA,NA,-0.0801001070993808,NA,NA,NA,NA,NA,-0.133959958729573,NA,NA,NA,NA,NA,-0.210632770235519,NA,NA,NA,NA,NA,-0.208921955205978,NA,NA,NA,NA,-0.138440571434043,-0.475143536448718,NA,NA,NA,NA,-0.193243864970588,NA,NA,NA,NA,NA,-0.132079628174704,NA,NA,NA,NA,NA,-0.203009979691398,NA,NA,NA,NA,NA,-0.0840204392860636,NA,NA,NA,NA,NA,-0.375489075203947,NA,NA,-0.129034695466667,NA,NA,NA,NA,NA,-0.247560552707447,NA,NA,NA,NA,NA,-0.125849514934555,NA,NA,NA,NA,NA,-0.246221839450581,NA,NA,NA,NA,NA,-0.119599894793684,0.28537897,NA,NA,NA,NA,NA,-0.0804409115324503,NA,NA,NA,NA,NA,-0.0487525091955836,NA,NA,NA,NA,NA,-0.120812229065972,NA,NA,NA,NA,NA,-0.157323778239116,NA,NA,NA,NA,NA,-0.155784222994554,0.0272990236271186,NA,NA,NA,NA,NA,-0.0847419924954129,NA,NA,NA,NA,NA,-0.165304166396703,NA,NA,NA,NA,NA,-0.0815963806985876,NA,NA,NA,NA,NA,-0.121335075597113
"tBodyAcc-entropy()-Z",NA,NA,-0.183984055858386,NA,NA,NA,NA,NA,-0.11482503892522,NA,NA,NA,NA,NA,-0.112474167952848,NA,NA,NA,NA,NA,-0.152465731317538,NA,NA,NA,NA,NA,-0.00951123045974026,NA,NA,NA,NA,NA,-0.143732745036655,NA,NA,NA,NA,-0.22991685448215,-0.399778425,NA,NA,NA,NA,-0.0604045638811146,NA,NA,NA,NA,NA,-0.239040953642988,NA,NA,NA,NA,NA,-0.126177787084973,NA,NA,NA,NA,NA,-0.213144860803791,NA,NA,NA,NA,-0.189482448464184,-0.394668266846154,NA,NA,NA,NA,-0.168657730206618,NA,NA,NA,NA,NA,-0.197419688853551,NA,NA,NA,NA,NA,-0.082560267258871,NA,NA,NA,NA,NA,-0.172080605138386,NA,NA,NA,NA,NA,-0.314221806638816,NA,NA,-0.168130823557917,NA,NA,NA,NA,NA,-0.194224097832447,NA,NA,NA,NA,NA,-0.117732945851571,NA,NA,NA,NA,NA,-0.28144684211016,NA,NA,NA,NA,NA,-0.156871629978421,0.0248602343333333,NA,NA,NA,NA,NA,-0.143932743263212,NA,NA,NA,NA,NA,-0.194791147813322,NA,NA,NA,NA,NA,-0.0226297497642361,NA,NA,NA,NA,NA,-0.224507577067347,NA,NA,NA,NA,NA,-0.101280864861386,-0.114784466545763,NA,NA,NA,NA,NA,-0.114948504703364,NA,NA,NA,NA,NA,-0.210904190587912,NA,NA,NA,NA,NA,-0.14017563070339,NA,NA,NA,NA,NA,-0.117546581632546
"tBodyAcc-arCoeff()-X,1",NA,NA,-0.155288480178098,NA,NA,NA,NA,NA,-0.142724642072434,NA,NA,NA,NA,NA,-0.192381729093874,NA,NA,NA,NA,NA,-0.168102093854154,NA,NA,NA,NA,NA,-0.188167327884091,NA,NA,NA,NA,NA,-0.0900804005316726,NA,NA,NA,NA,-0.133322327084713,0.363201495,NA,NA,NA,NA,-0.151158924837988,NA,NA,NA,NA,NA,-0.0727046381530488,NA,NA,NA,NA,NA,-0.107358773649071,NA,NA,NA,NA,NA,-0.128320911767391,NA,NA,NA,NA,-0.135675735542908,0.0923899959846154,NA,NA,NA,NA,-0.0727951304748529,NA,NA,NA,NA,NA,-0.0578752380540498,NA,NA,NA,NA,NA,-0.0726039395311828,NA,NA,NA,NA,NA,-0.182594734142445,NA,NA,NA,NA,NA,0.00224240097763158,NA,NA,-0.143622366969086,NA,NA,NA,NA,NA,-0.061445912002633,NA,NA,NA,NA,NA,-0.111848919572775,NA,NA,NA,NA,NA,-0.0279391818020349,NA,NA,NA,NA,NA,-0.174915750517105,-0.43161448,NA,NA,NA,NA,NA,-0.0234071015748344,NA,NA,NA,NA,NA,-0.132558727090852,NA,NA,NA,NA,NA,-0.243673420854861,NA,NA,NA,NA,NA,-0.0921934130806122,NA,NA,NA,NA,NA,-0.0686873796376238,-0.236926368186441,NA,NA,NA,NA,NA,-0.116474975340367,NA,NA,NA,NA,NA,-0.115924158728571,NA,NA,NA,NA,NA,-0.148791080339915,NA,NA,NA,NA,NA,-0.122615844007874
